"Weight.class","Winner","Loser","Method","Round","Time","Method.details"
"Welterweight","Gil Castillo","Chris Brennan","Decision","3","5:00","(unanimous) (30–26, 30–27, 30–28)"
"Middleweight","Eugene Jackson","Keith Rockel","Submission","2","3:46","(guillotine choke)"
"Heavyweight","Randy Couture (c)","Pedro Rizzo","TKO","3","3:22","(punches)"
"Welterweight","Matt Hughes","Carlos Newton (c)","KO","2","1:23","(slam)"
"Heavyweight","Ricco Rodriguez","Pete Williams","TKO","2","4:02","(punches)"
"Lightweight","B.J. Penn","Caol Uno","KO","1","0:11","(punches)"
"Heavyweight","Josh Barnett","Bobby Hoffman","Submission","2","4:25","(punches)"
"Middleweight","Evan Tanner","Homer Moore","Submission","2","0:55","(armbar)"
"Middleweight","Matt Lindland","Phil Baroni","Decision","3","5:00","(majority) (29–28, 29–27, 28–28)"
"Heavyweight","Frank Mir","Roberto Traven","Submission","1","1:05","(armbar)"
"Light Heavyweight","Tito Ortiz (c)","Vladimir Matyushenko","Decision","5","5:00","(unanimous) (50–43, 50–44, 50–44)"
"Lightweight","Jens Pulver (c)","Dennis Hallman","Decision","5","5:00","(unanimous) (49–47, 48–47, 48–47)"
"Middleweight","Dave Menne","Gil Castillo","Decision","5","5:00","(unanimous) (49–43, 49–44, 49–45)"
"Light Heavyweight","Chuck Liddell","Murilo Bustamante","Decision","3","5:00","(unanimous) (29–28, 29–27, 29–27)"
"Welterweight","Matt Serra","Yves Edwards","Decision","3","5:00","(majority) (30–26, 30–27, 29–29)"
"Welterweight","Jutaro Nakao","Tony DeSouza","KO","2","0:15","(punch)"
"Middleweight","Ricardo Almeida","Eugene Jackson","Submission","1","4:06","(triangle choke)"
"Lightweight","Din Thomas","Fabiano Iha","Decision","3","5:00","(unanimous) (29–28, 29–27, 29–28)"
"Light Heavyweight","Tito Ortiz (c)","Elvis Sinosic","TKO","1","3:32","(punches and elbows)"
"Lightweight","B.J. Penn","Din Thomas","TKO","1","2:42","(strikes)"
"Heavyweight","Josh Barnett","Semmy Schilt","Submission","1","4:21","(armbar)"
"Welterweight","Pat Miletich","Shonie Carter","KO","2","2:42","(head kick)"
"Lightweight","Caol Uno","Fabiano Iha","KO","1","1:48","(punches)"
"Light Heavyweight","Vladimir Matyushenko","Yuki Kondo","Decision","3","5:00","Unanimous"
"Heavyweight","Ricco Rodriguez","Andrei Arlovski","TKO","3","1:23","(strikes)"
"Lightweight","Tony DeSouza","Paul Rodriguez","Submission","1","1:05","(choke)"
"Heavyweight","Randy Couture (c)","Pedro Rizzo","Decision","5","5:00","(unanimous)"
"Welterweight","Carlos Newton","Pat Miletich (c)","Submission","3","2:50","(bulldog choke)"
"Light Heavyweight","Chuck Liddell","Kevin Randleman","KO","1","1:18","(punches)"
"Welterweight","Shonie Carter","Matt Serra","KO","3","4:51","(spinning back fist)"
"Heavyweight","Semmy Schilt","Pete Williams","TKO","2","1:26","(kick to the body & punches)"
"Light Heavyweight","Matt Lindland","Ricardo Almeida","Disqualification","3","4:21",""
"Lightweight","B.J. Penn","Joey Gilbert","TKO","1","4:58","(punches)"
"Welterweight","Tony DeSouza","Steve Berger","Decision","3","5:00","(unanimous)"
"Light Heavyweight","Tito Ortiz (c)","Evan Tanner","KO","1","0:30","(slam)"
"Lightweight","Jens Pulver","Caol Uno","Decision","5","5:00","(unanimous)"
"Lightweight","Fabiano Iha","Phil Johns","Submission","1","2:05","(armbar)"
"Light Heavyweight","Elvis Sinosic","Jeremy Horn","Submission","1","2:59","(triangle armbar)"
"Heavyweight","Pedro Rizzo","Josh Barnett","KO","2","4:21","(punches)"
"Heavyweight","Bobby Hoffman","Mark Robinson","No Contest","1","3:27","(overturned)"
"Middleweight","Phil Baroni","Curtis Stout","Decision","2","5:00","(unanimous)"
"Lightweight","Sean Sherk","Tiki Ghosn","Submission","2","4:47","Verbal  (dislocated shoulder)"
"Light Heavyweight","Tito Ortiz (c)","Yuki Kondo","Submission","1","1:51","(cobra choke)"
"Welterweight","Pat Miletich (c)","Kenichi Yamamoto","Submission","2","1:57","(guillotine choke)"
"Middleweight","Matt Lindland","Yoji Anjo","TKO","1","2:57","(strikes)"
"Lightweight","Fabiano Iha","Daiju Takase","TKO","1","2:25","(strikes)"
"Middleweight","Evan Tanner","Lance Gibson","TKO","1","4:58","(strikes)"
"Welterweight","Dennis Hallman","Matt Hughes","Submission","1","0:20","(armbar)"
"Light Heavyweight","Chuck Liddell","Jeff Monson","Decision","3","5:00","(unanimous)"
"Heavyweight","Randy Couture","Kevin Randleman (c)","TKO","3","4:13","(punches)"
"Heavyweight","Renato Sobral","Maurice Smith","Decision","3","5:00","(majority)"
"Super Heavyweight","Josh Barnett","Gan McGee","TKO","2","4:34","(punches)"
"Heavyweight","Andrei Arlovski","Aaron Brink","Submission","1","0:55","(armbar)"
"Lightweight","Jens Pulver","John Lewis","KO","1","0:15","(punch)"
"Middleweight","Mark Hughes","Alex Stiebling","Decision","2","5:00","(unanimous)"
"Lightweight","Ben Earwood","Chris Lytle","Decision","2","5:00","(unanimous)"
"Heavyweight","Pedro Rizzo","Dan Severn","Submission","1","1:33","(punches)"
"Heavyweight","Maurice Smith","Bobby Hoffman","Decision","3","5:00","Split"
"Middleweight","Jeremy Horn","Eugene Jackson","Submission","1","4:32","(armbar)"
"Lightweight","Fabiano Iha","LaVerne Clark","Submission","1","1:10","(armbar)"
"Middleweight","Yuki Kondo","Alexandre Dantas","TKO","3","2:28","(strikes)"
"Heavyweight","Ian Freeman","Tedd Williams","Decision","3","5:00","Unanimous"
"Heavyweight","Jeff Monson","Tim Lajcik","Decision","2","5:00","Unanimous"
"Lightweight","Brad Gumm","CJ Fernandes","Draw","2","5:00",""
"Heavyweight","Kevin Randleman (c)","Pedro Rizzo","Decision","5","5:00","(unanimous)"
"Light Heavyweight","Tyrone Roberts","David Dodd","Decision","3","5:00","(unanimous)"
"Welterweight","Pat Miletich (c)","John Alessio","Submission","2","1:43","(armbar)"
"Light Heavyweight","Amaury Bitetti","Alex Andrade","Disqualification","2","0:43","(kicking with shoes)"
"Welterweight","Matt Hughes","Marcelo Aguiar","TKO","1","4:34","(doctor stoppage)"
"Lightweight","Jens Pulver","Joao Roque","Decision","3","5:00","(unanimous)"
"Heavyweight","Ian Freeman","Nate Schroeder","Submission","2","2:13","(punches)"
"Welterweight","Shonie Carter","Adrian Serrano","Decision","2","5:00","(unanimous)"
"Light Heavyweight","Tito Ortiz","Wanderlei Silva","Decision","5","5:00","(unanimous)"
"Middleweight","Murilo Bustamante","Yoji Anjo","Submission","2","0:31","(arm-triangle choke)"
"Middleweight","Sanae Kikuta","Eugene Jackson","Submission","1","4:38","(armbar)"
"Heavyweight","Ron Waterman","Satoshi Honma","Decision","3","5:00","(unanimous)"
"Middleweight","Ikuhisa Minowa","Joe Slick","TKO","3","2:02","(referee stoppage due to cut)"
"Lightweight","LaVerne Clark","Koji Oishi","Decision","3","5:00","(majority)"
"Heavyweight","Tedd Williams","Steve Judson","TKO","1","3:23","(punches)"
"Middleweight","Lance Gibson","Jermaine Andre","KO","3","3:35","(knee)"
"Lightweight","Dave Menne","Fabiano Iha","Decision","3","5:00","(unanimous)"
"Lightweight","Bob Cook","Tiki Ghosn","Submission","2","1:29","(rear-naked choke)"
"Lightweight","Jens Pulver","David Velasquez","TKO","2","2:41","(punches)"
"Heavyweight","Scott Adams","Ian Freeman","Submission","1","3:09","(Achilles lock)"
"Lightweight","Shonie Carter","Brad Gumm","Decision","2","5:00","(unanimous)"
"Heavyweight","Kevin Randleman","Pete Williams","Decision","5","5:00","Unanimous"
"Heavyweight","Pedro Rizzo","Tsuyoshi Kosaka","TKO","3","1:17","(referee stoppage due to strikes)"
"Middleweight","Joe Slick","Jason Delucia","TKO","1","1:28","(verbal submission due to knee injury)"
"Middleweight","Eugene Jackson","Keiichiro Yamamiya","KO","3","3:12",""
"Middleweight","Kenichi Yamamoto","Katsuhisa Fujii","Submission","2","4:15","(kneebar)"
"Middleweight","Katsuhisa Fujii","Masutatsu Yano","TKO","2","3:14","(referee stoppage due to strikes)"
"Middleweight","Kenichi Yamamoto","Daiju Takase","Decision","3","5:00","Unanimous"
"Light Heavyweight","Frank Shamrock (c)","Tito Ortiz","Submission","4","4:42","(punches)"
"Lightweight","Jens Pulver","Alfonso Alcarez","Draw","3","5:00",""
"Heavyweight","Brad Kohler","Steve Judson","KO","1","0:30","(punch)"
"Heavyweight","Tim Lajcik","Ron Waterman","Draw","3","5:00",""
"Lightweight","John Lewis","Lowell Anderson","TKO","3","0:13","(corner stoppage)"
"Lightweight","Matt Hughes","Valeri Ignatov","Decision","3","5:00","Unanimous"
"Heavyweight","Jeremy Horn","Jason Godsey","Submission","1","2:08","(armlock)"
"Light Heavyweight","Chuck Liddell","Paul Jones","TKO","1","3:53","(cut)"
"Heavyweight","Maurice Smith","Marco Ruas","TKO","1","5:00","(corner stoppage)"
"Welterweight","Pat Miletich (c)","Andre Pederneiras","TKO","2","2:20","(doctor stoppage)"
"Light Heavyweight","Jeremy Horn","Daiju Takase","TKO","1","4:41","(punches)"
"Light Heavyweight","Paul Jones","Flavio Luiz Moura","Submission","1","4:20","(rear-naked choke)"
"Heavyweight","Tsuyoshi Kosaka","Tim Lajcik","TKO","2","5:00","(corner stoppage)"
"Light Heavyweight","Eugene Jackson","Royce Alger","KO","2","1:19","(punch)"
"Heavyweight","Andre Roberts","Ron Waterman","KO","1","2:51","(punch)"
"Heavyweight","Travis Fulton","David Dodd","Decision","2","5:00","(unanimous)"
"Heavyweight","Bas Rutten","Kevin Randleman","Decision","","21:00","(split)"
"Heavyweight","Pedro Rizzo","Tra Telligman","KO","","4:30","(punch)"
"Heavyweight","Pete Williams","Travis Fulton","Submission","","6:28","(armlock)"
"Light Heavyweight","Wanderlei Silva","Tony Petarra","KO","","2:53","(knee)"
"Lightweight","Marcelo Mello","Dave Roberts","TKO","","1:23","(punches)"
"Lightweight","LaVerne Clark","Fabiano Iha","TKO","","1:33","(doctor stoppage)"
"Heavyweight","Ron Waterman","Chris Condo","TKO","","0:28","(punches)"
"Middleweight","Sione Latu","Joey Roberts","TKO","","10:01","(referee stoppage due to cut)"
"Heavyweight","Pete Williams","Jason Godsey","Submission","","1:54","(kneebar)"
"Middleweight","Evan Tanner","Valeri Ignatov","TKO","","2:57","(referee stoppage due to strikes)"
"Heavyweight","Kevin Randleman","Maurice Smith","Decision","","15:00","Unanimous"
"Light Heavyweight","Jeremy Horn","Chuck Liddell","Submission","","12:00","Technical  (arm-triangle choke)"
"Heavyweight","Gary Goodridge","Andre Roberts","Submission","","0:42","(punches)"
"Light Heavyweight","Tito Ortiz","Guy Mezger","TKO","","9:55","(strikes)"
"Welterweight","Pat Miletich (c)","Jorge Patino","Decision","","21:00","Unanimous"
"Middleweight","Evan Tanner","Darrel Gholar","Submission","","7:57","(rear naked choke)"
"Lightweight","Mikey Burnett","Townsend Saunders","Decision","","15:00","Unanimous"
"Light Heavyweight","Tito Ortiz","Jerry Bohlander","TKO","","14:31","(cut)"
"Heavyweight","Pedro Rizzo","Mark Coleman","Decision","","15:00","Split"
"Heavyweight","Bas Rutten","Tsuyoshi Kosaka","TKO","","14:15","(punches)"
"Lightweight","Laverne Clark","Frank Caracci","Submission","","6:59","(strikes)"
"Light Heavyweight","Frank Shamrock (c)","John Lober","Submission","","7:40","(punches)"
"Welterweight","Pat Miletich","Mikey Burnett","Decision","","21:00","Split"
"Light Heavyweight","Vitor Belfort","Wanderlei Silva","TKO","","0:44","(punches)"
"Heavyweight","Pedro Rizzo","Tank Abbott","KO","","8:07","(punch)"
"Heavyweight","Tsuyoshi Kosaka","Pete Williams","Decision","","15:00",""
"Light Heavyweight","Ebenezer Fontes Braga","Jeremy Horn","Submission","","3:27","(guillotine choke)"
"Lightweight","Cesar Marscucci","Paulo Santos","TKO","","10:27",""
"Middleweight","Tulio Palhares","Adriano Santos","TKO","","9:00",""
"Light Heavyweight","Frank Shamrock (c)","Jeremy Horn","Submission","","16:28","(kneebar)"
"Heavyweight","Pete Williams","Mark Coleman","KO","","12:38","(kick)"
"Heavyweight","David Abbott","Hugo Duarte","TKO","","0:43","(punches)"
"Heavyweight","Mike Van Arsdale","Joe Pardo","Submission","","11:01","(kimura)"
"Heavyweight","Andre Roberts","Harry Moskowitz","KO","","3:15","(elbow)"
"Light Heavyweight","Chuck Liddell","Noe Hernandez","Decision","","12:00","Unanimous"
"Middleweight","Dan Henderson","Carlos Newton","Decision","","15:00","Split"
"Middleweight","Dan Henderson","Allan Goes","Decision","","15:00","Unanimous"
"Middleweight","Carlos Newton","Bob Gilstrap","Submission","","0:54","(triangle choke)"
"Light Heavyweight","Frank Shamrock (c)","Igor Zinoviev","KO","","0:22","(slam)"
"Heavyweight","Tsuyoshi Kosaka","Kimo Leopoldo","Decision","","15:00","Unanimous"
"Light Heavyweight","Jerry Bohlander","Kevin Jackson","Submission","","10:21","Technical  (armbar)"
"Lightweight","Pat Miletich","Chris Brennan","Submission","","9:01","(shoulder choke)"
"Lightweight","Mikey Burnett","Eugenio Tadeu","TKO","","9:46","(punches)"
"Lightweight","Pat Miletich","Townsend Saunders","Decision","","15:00","Split"
"Lightweight","Laverne Clark","Josh Stuart","TKO","","1:15","(punches)"
"Lightweight","Chris Brennan","Courtney Turner","Submission","","1:20","(armbar)"
"Heavyweight","Randy Couture","Maurice Smith (c)","Decision","1","21:00",""
"Heavyweight","Kazushi Sakuraba","Marcus Silveira","Submission","1","3:44","(armbar)"
"Heavyweight","Vitor Belfort","Joe Charles","Submission","1","4:03","(armbar)"
"Light Heavyweight","Frank Shamrock","Kevin Jackson","Submission","1","0:22","(armbar)"
"Heavyweight","Kazushi Sakuraba","Marcus Silveira","No Contest","1","1:51","(premature stoppage)"
"Heavyweight","Tank Abbott","Yoji Anjo","Decision","1","15:00",""
"Heavyweight","Tra Telligman","Brad Kohler","Submission","1","10:05","(armbar)"
"Heavyweight","Maurice Smith (c)","Tank Abbott","Submission","","8:08","(exhaustion)"
"Heavyweight","Randy Couture","Vitor Belfort","TKO","","8:16","(punches)"
"Heavyweight","Mark Kerr","Dwayne Cason","Submission","","0:53","(rear-naked choke)"
"Heavyweight","Mark Kerr","Greg Stott","KO","","0:17","(knee)"
"Heavyweight","Dave Beneteau","Carlos Barreto","Decision","","15:00","(unanimous)"
"Heavyweight","Alex Hunter","Harry Moskowitz","Decision","","12:00","(split)"
"Heavyweight","Dwayne Cason","Houston Dorr","TKO","","3:43","(punches)"
"Middleweight","Kevin Jackson","Tony Fryklund","Submission","","0:44","(rear-naked choke)"
"Middleweight","Joe Moreira","Yuri Vaulin","Decision","","15:00","Unanimous"
"Middleweight","Kevin Jackson","Todd Butler","Submission","","1:27","(punches)"
"Middleweight","Tony Fryklund","Donnie Chappell","Submission","","1:31","(choke)"
"Heavyweight","Maurice Smith","Mark Coleman (c)","Decision","","21:00","Unanimous"
"Heavyweight","Mark Kerr","Dan Bobish","Submission","","1:38","(chin to the eye)"
"Heavyweight","Mark Kerr","Moti Horenstein","TKO","","2:22","(punches)"
"Heavyweight","Dan Bobish","Brian Johnston","Submission","","2:10",""
"Heavyweight","Alex Hunter","Sam Fulton","TKO","","2:22","(punches)"
"Lightweight","Guy Mezger","Tito Ortiz","Submission","","3:00","(guillotine choke)"
"Lightweight","Guy Mezger","Christophe Leininger","Decision","","15:00","(unanimous)"
"Lightweight","Enson Inoue","Royce Alger","Submission","","1:36","(armbar)"
"Lightweight","Tito Ortiz","Wes Albritton","TKO","","0:31","(corner stoppage)"
"Heavyweight","Randy Couture","Steven Graham","TKO","","3:13","(punches)"
"Heavyweight","Steven Graham","Dmitri Stepanov","Submission","","1:30","(armlock)"
"Heavyweight","Randy Couture","Tony Halme","Submission","","1:00","(rear-naked choke)"
"Heavyweight","Jack Nilson","Saeed Hosseini","TKO","","1:23","(punches)"
"Heavyweight","Vitor Belfort","Tank Abbott","TKO","","0:52","(punches)"
"Lightweight","Jerry Bohlander","Nick Sanzo","Submission","","0:39","(choke)"
"Lightweight","Jerry Bohlander","Rainy Martinez","Submission","","1:18","(rear naked choke)"
"Lightweight","Yoshiki Takahashi","Wallid Ismail","Decision","","15:00",""
"Lightweight","Nick Sanzo","Jackie Lee","TKO","","0:48","(strikes)"
"Heavyweight","Mark Coleman","Dan Severn","Submission","","2:57","(neck crank)"
"Heavyweight","Vitor Belfort","Scott Ferrozzo","TKO","","0:43","(punches)"
"Heavyweight","Scott Ferrozzo","Jim Mullen","TKO","","8:02","(punches)"
"Heavyweight","Vitor Belfort","Tra Telligman","TKO","","1:17","(cut)"
"Heavyweight","Justin Martin","Eric Martin","Submission","","0:14","(heel hook)"
"N/A","Don Frye","Tank Abbott","Submission","","1:22","(rear-naked choke)"
"N/A","Tank Abbott","Steve Nelmark","KO","","1:03","(punch)"
"N/A","Don Frye","Mark Hall","Submission","","0:20","(Achilles lock)"
"N/A","Ken Shamrock","Brian Johnston","Submission","","5:48","(forearm choke)"
"N/A","Tank Abbott","Cal Worsham","Submission","","2:51","(punches)"
"N/A","Don Frye","Gary Goodridge","Submission","","11:19","(fatigue)"
"N/A","Kimo Leopoldo","Paul Varelans","TKO","","9:08","(corner stoppage)"
"N/A","Mark Hall","Felix Mitchell","TKO","","1:45","(punches)"
"N/A","Steve Nelmark","Marcus Bossett","Submission","","1:37","(choke)"
"N/A","Tai Bowden","Jack Nilson","Submission","","4:46","(headbutts)"
"N/A","Mark Coleman","",NA,"","",""
"N/A","Mark Coleman","Brian Johnston","Submission","","2:20","(strikes)"
"N/A","Scott Ferrozzo","Tank Abbott","Decision","","18:00","Unanimous"
"N/A","Mark Coleman","Julian Sanchez","Submission","","0:45","(choke)"
"N/A","Brian Johnston","Reza Nasri","TKO","","0:28","(strikes)"
"N/A","Tank Abbott","Sam Adkins","Submission","","2:06","(forearm choke)"
"N/A","Jerry Bohlander","Fabio Gurgel","Decision","","15:00","Unanimous"
"N/A","Scott Ferrozzo","Sam Fulton","Submission","","1:45","(strikes)"
"N/A","Roberto Traven","Dave Berry","Submission","","1:23","(strikes)"
"N/A","Mark Coleman","Don Frye","TKO","","11:34","(punches)"
"N/A","Don Frye","Brian Johnston","Submission","","4:37","(elbow)"
"N/A","Mark Coleman","Gary Goodridge","Submission","","7:00","(exhaustion)"
"N/A","Don Frye","Mark Hall","TKO","","10:21","(punches)"
"N/A","Brian Johnston","Scott Fiedler","Submission","","2:25","(punches)"
"N/A","Mark Coleman","Moti Horenstein","Submission","","2:43","(punches)"
"N/A","Gary Goodridge","John Campetella","KO","","1:28","(punches)"
"N/A","Geza Kalman","Dieuseul Berto","TKO","","5:57","(punches)"
"N/A","Sam Adkins","Felix Mitchell","Decision","","","Unanimous"
"N/A","Dan Severn","Ken Shamrock (c)","Decision","","30:00","Split"
"N/A","Steve Nelmark","Tai Bowden","TKO","","7:25","(doctor stoppage)"
"N/A","Cal Worsham","Zane Frazier","TKO","","3:14","(punches)"
"N/A","Rafael Carino","Matt Andersen","TKO","","5:32","(punches)"
"N/A","Mark Schultz","Gary Goodridge","TKO","","12:00","(cut)"
"N/A","Mark Hall","Koji Kitao","TKO","","0:40","(doctor stoppage - broken nose)"
"N/A","Don Frye","Amaury Bitetti","TKO","","9:22","(punches)"
"N/A","Ken Shamrock (c)","Kimo Leopoldo","Submission","","4:24","(Kneebar)"
"N/A","Don Frye","Gary Goodridge","Submission","","2:14","(position)"
"N/A","Don Frye","Sam Adkins","TKO","","0:48","(doctor stoppage)"
